1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,-nan,-nan
1.76733e+09,0,2.82843
1.76733e+09,0,2.82843
1.76733e+09,0,2.82843
1.76733e+09,0,2.82843
1.76733e+09,0,2.82843
1.76733e+09,0,2.82843
1.76733e+09,1.98207,0.246714
1.76733e+09,-nan,1.45914
1.76733e+09,0.554487,1.16429
1.76733e+09,1.50893,2.82769
1.76733e+09,0.639191,0.173899
1.76733e+09,0.428387,0.314335
1.76733e+09,1.29228,1.61045
1.76733e+09,0.637867,2.8203
1.76733e+09,0.111439,0.134758
1.76733e+09,0.15245,0.179554
1.76733e+09,0.100737,0.0417494
1.76733e+09,0.680042,0.351957
1.76733e+09,1.52591,0.212229
1.76733e+09,0.945827,0.299651
1.76733e+09,1.02982,0.226712
1.76733e+09,0.583178,0.15285
1.76733e+09,0.241978,0.0771959
1.76733e+09,0.208068,0.251152
1.76733e+09,0.431197,0.248029
1.76733e+09,0.84739,0.234147
1.76733e+09,0.976259,0.348914
1.76733e+09,0,0.214873
1.76733e+09,0.323803,0.226212
1.76733e+09,0.0619669,0.233643
1.76733e+09,0.204738,0.185226
1.76733e+09,0.0392901,0.148477
1.76733e+09,0.460904,0.166654
1.76733e+09,0.938026,0.32201
1.76733e+09,0.806925,0.102551
1.76733e+09,0.468472,0.133613
1.76733e+09,0.501116,0.15461
1.76733e+09,0.319556,0.35189
1.76733e+09,0.547435,2.42327
1.76733e+09,0.620113,0.199783
1.76733e+09,0.545011,0.165247
1.76733e+09,0.631521,0.363544
1.76733e+09,0.273405,0.135487
1.76733e+09,0,0.276801
1.76733e+09,0.46774,0.217326
1.76733e+09,0.536453,0.104532
1.76733e+09,0.410525,0.0576124
1.76733e+09,1.12709,0.134227
1.76733e+09,1.1098,0.444989
1.76733e+09,1.07437,0.137342
1.76733e+09,0.264745,0.201661
1.76733e+09,1.93219,0.252187
1.76733e+09,0.767087,0.161259
1.76733e+09,0.631558,0.176875
1.76733e+09,0.82114,1.61527
1.76733e+09,0.573437,0.101189
1.76733e+09,1.91737,0.528136
1.76733e+09,0.475428,0.0632835
1.76733e+09,0.185156,0.201038
1.76733e+09,0.768769,0.157734
1.76733e+09,0.46331,0.583818
1.76733e+09,0.318685,1.69262
1.76733e+09,1.8049,0.118589
1.76733e+09,0.326101,0.26961
1.76733e+09,0.478129,0.1911
1.76733e+09,1.03715,0.233476
1.76733e+09,1.51757,0.196862
1.76733e+09,0.738448,0.115442
1.76733e+09,0.219363,0.171035
1.76733e+09,0.189701,0.0206747
1.76733e+09,0.083039,2.56485
1.76733e+09,1.84178,1.66646
1.76733e+09,1.94313,0.517785
1.76733e+09,0.67495,0.530941
1.76733e+09,0.168552,0.216363
1.76733e+09,0.869738,0.184464
1.76733e+09,0.48579,0.115209
1.76733e+09,0.908778,0.399042
1.76733e+09,0.767018,0.261457
1.76733e+09,1.73812,0.196566
1.76733e+09,0.140241,0.125055
1.76733e+09,0.401096,0.0280806
1.76733e+09,0.352764,0.0288859
1.76733e+09,0.668667,0.0633677
1.76733e+09,0.268214,0.00988137
1.76733e+09,0.273557,0.0316345
1.76733e+09,1.62616,0.0306551
1.76733e+09,1.93865,0.0490958
1.76733e+09,0.48229,0.0275088
1.76733e+09,0.506336,0.0192365
