1.76724e+09,-nan,-nan
1.76724e+09,0.365939,3.92358e-16
1.76724e+09,0.259415,4.12503e-16
1.76724e+09,0,5.44818e-16
1.76724e+09,1.58525,4.33743e-16
1.76724e+09,0.150756,5.00061e-16
1.76724e+09,0.631193,2.99359e-16
1.76724e+09,0.155174,3.61114e-16
1.76724e+09,0.0621437,2.72037e-16
1.76724e+09,0.185124,1.67722e-16
1.76724e+09,0.351642,1.35019e-16
1.76724e+09,0.469483,2.35801e-16
1.76724e+09,0.151028,2.02071e-16
1.76724e+09,0.0224528,1.80178e-16
1.76724e+09,0.195234,2.44073e-16
1.76724e+09,0,3.20472e-16
1.76724e+09,0.470267,3.42884e-16
1.76724e+09,0.0895193,6.38831e-16
1.76724e+09,0.201973,2.88324e-17
1.76724e+09,0.108302,9.88792e-17
1.76724e+09,0.217009,1.94266e-16
1.76724e+09,0.0543102,5.35524e-16
1.76724e+09,0.0277249,3.53645e-16
1.76724e+09,0.0141414,0
1.76724e+09,0.0238661,2.34881e-16
1.76724e+09,0.161311,2.59508e-16
1.76724e+09,0.106264,2.87797e-16
1.76724e+09,0.0645988,3.87904e-16
1.76724e+09,0.264748,0
1.76724e+09,0.167143,3.96615e-16
1.76724e+09,0.0243113,3.98613e-16
1.76724e+09,0.126227,6.97368e-16
1.76724e+09,0.0211592,7.40534e-16
1.76724e+09,0.0208646,3.38036e-16
1.76724e+09,0.0732374,5.26692e-16
1.76724e+09,0.0191307,6.98645e-16
1.76724e+09,0.056487,4.3219e-16
1.76724e+09,0.0585793,1.46875e-16
1.76724e+09,0.303904,3.52632e-16
1.76724e+09,0.114368,6.15482e-16
1.76724e+09,0.0295457,2.90694e-16
1.76724e+09,0.084035,2.82958e-16
1.76724e+09,0.193062,4.42998e-16
1.76724e+09,0.0179155,3.71811e-16
1.76724e+09,0.0181551,3.77876e-16
1.76724e+09,0.155977,6.34001e-16
1.76724e+09,0.0953417,6.87671e-16
1.76724e+09,0.0468746,2.53151e-16
1.76724e+09,0.149125,3.77564e-16
1.76724e+09,0.36639,3.37697e-16
1.76724e+09,0.275067,3.89197e-16
1.76724e+09,0.015647,2.78032e-16
1.76724e+09,0.011576,2.14152e-16
1.76724e+09,0.293252,2.4193e-16
1.76724e+09,0,7.86511e-16
1.76724e+09,0.267908,4.29967e-16
1.76724e+09,0.194799,5.75787e-16
1.76724e+09,0.0653039,8.61052e-16
1.76724e+09,0,3.24563e-16
1.76724e+09,0.0822736,7.6473e-16
1.76724e+09,0.0650382,4.09938e-16
1.76724e+09,0.0804188,4.20963e-16
1.76724e+09,0.0838496,4.11535e-16
1.76724e+09,0.045005,1.00314e-16
1.76724e+09,0.0492886,1.79818e-16
1.76724e+09,0.0391466,2.4301e-16
1.76724e+09,0.0273873,1.68851e-16
1.76724e+09,0.0904521,5.94037e-16
1.76724e+09,0.13685,5.92859e-17
1.76724e+09,0.0146858,3.99481e-17
1.76724e+09,0,0
1.76724e+09,0.20932,3.95655e-17
1.76724e+09,0.142663,3.17984e-17
1.76724e+09,0.813853,4.30897e-16
1.76724e+09,0.0904957,4.16785e-17
1.76724e+09,0.292754,3.93745e-16
1.76724e+09,0.0402327,6.71015e-17
1.76724e+09,0.189156,1.03504e-15
1.76724e+09,0.162639,6.33288e-16
1.76724e+09,0.00710282,2.43591e-16
1.76724e+09,0.0989149,9.64606e-17
1.76724e+09,0.0634189,4.91098e-16
1.76724e+09,0.30335,1.77086e-16
1.76724e+09,1.66338,2.94443e-16
1.76724e+09,1.53222,2.01228e-16
1.76724e+09,0.137034,2.36332e-16
1.76724e+09,0.0566132,0
1.76724e+09,0.0623085,0
1.76724e+09,0.589069,4.15299e-16
1.76724e+09,0.705085,4.12853e-16
1.76724e+09,0.0611444,3.51152e-16
1.76724e+09,0.0912107,6.24406e-16
1.76724e+09,0.539729,1.17808e-16
1.76724e+09,0.976976,0
1.76724e+09,0.443796,2.51911e-16
1.76724e+09,0.256842,5.9038e-17
1.76724e+09,0.102011,1.35977e-16
1.76724e+09,0.0888847,0
1.76724e+09,0.211706,2.49517e-16
1.76724e+09,0.0428735,8.50114e-18
1.76724e+09,0.32432,3.47622e-18
1.76724e+09,0.215839,9.82266e-18
1.76724e+09,0.124691,1.9628e-17
1.76724e+09,0.134263,4.00943e-16
1.76724e+09,0.225055,3.51871e-16
1.76724e+09,0.102916,5.5547e-16
1.76724e+09,0.0649582,1.25173e-17
1.76724e+09,0.0650387,6.93937e-18
1.76724e+09,0.0768767,0
1.76724e+09,0.0360958,6.93895e-18
1.76724e+09,0.0607408,8.49907e-18
1.76724e+09,0.0359606,7.75868e-18
1.76724e+09,0,8.50183e-18
1.76724e+09,0.0992488,3.47622e-18
1.76724e+09,0.0275641,1.3882e-17
1.76724e+09,0.018461,3.33374e-16
1.76724e+09,0.111254,1.25154e-17
1.76724e+09,0.100566,3.47114e-18
1.76724e+09,0.008901,5.66604e-16
1.76724e+09,0.0119089,5.09123e-16
1.76724e+09,0.0742248,2.22408e-16
1.76724e+09,0.196783,1.73425e-17
1.76724e+09,0.137279,1.20229e-17
1.76724e+09,0.0351667,4.9114e-18
1.76724e+09,0.0609878,4.44225e-16
1.76724e+09,0.0404187,2.22045e-16
1.76724e+09,0.0797483,3.14096e-16
1.76724e+09,0.0505871,1.99335e-17
1.76724e+09,0.0297224,5.48601e-18
1.76724e+09,0.233788,3.84812e-16
1.76724e+09,0.262966,3.15663e-16
1.76724e+09,0.0627673,4.98061e-16
1.76724e+09,0.0637809,6.69402e-17
1.76724e+09,0.0603153,2.78131e-17
1.76724e+09,0.1188,3.47919e-17
1.76724e+09,0.130947,2.45502e-17
1.76724e+09,0.0102069,6.01037e-18
1.76724e+09,0.130619,1.55174e-17
1.76724e+09,0.0532899,7.75792e-18
1.76724e+09,0.0825841,1.2513e-17
1.76724e+09,0.105899,4.90804e-18
1.76724e+09,0.276066,1.38797e-17
1.76724e+09,0.724971,0
1.76724e+09,0.140448,3.1511e-16
1.76724e+09,0.175244,0
1.76724e+09,0.0382412,3.1612e-16
1.76724e+09,0.123079,2.24366e-16
1.76724e+09,0.0315203,9.81476e-18
1.76724e+09,0.0363931,1.0972e-17
1.76724e+09,0.0787052,0
1.76724e+09,0.0185525,6.85099e-16
1.76724e+09,0.0273768,3.34613e-17
1.76724e+09,0.0252196,3.40218e-17
1.76724e+09,0.188942,3.21383e-16
1.76724e+09,0.191048,8.09207e-17
1.76724e+09,0.0717072,2.30589e-16
1.76724e+09,0.0129625,3.3482e-16
1.76724e+09,0.263266,2.28983e-16
1.76724e+09,0.243154,3.81884e-16
1.76724e+09,0,2.84605e-16
1.76724e+09,0.0528023,5.19934e-16
1.76724e+09,0.103017,0
1.76724e+09,0.0895624,2.00539e-16
1.76724e+09,0.873619,4.4607e-16
1.76724e+09,0.223189,6.31203e-16
1.76724e+09,0.0262011,3.191e-16
1.76724e+09,0.394145,2.59682e-16
1.76724e+09,1.77594,1.77248e-16
1.76724e+09,0.105165,6.00201e-16
1.76724e+09,0.84536,2.89113e-16
1.76724e+09,0.137163,7.95754e-17
1.76724e+09,0.0825951,6.49589e-16
1.76724e+09,0.447972,6.99849e-16
1.76724e+09,0.518939,4.99608e-16
1.76724e+09,0.427208,7.02843e-16
1.76724e+09,0.471735,3.23247e-16
1.76724e+09,0.344723,2.4674e-16
1.76724e+09,0.146586,4.96489e-16
1.76724e+09,1.0944,4.45613e-16
1.76724e+09,0.109526,2.894e-16
1.76724e+09,0.307177,6.57326e-16
1.76724e+09,0.171568,3.10411e-16
1.76724e+09,0.196935,3.98894e-16
1.76724e+09,0.258866,3.13367e-16
1.76724e+09,0.0766875,3.55121e-16
1.76724e+09,0.0783771,4.60948e-16
1.76724e+09,0.155847,4.29715e-16
1.76724e+09,0.082712,7.8563e-16
1.76724e+09,0.106751,3.78384e-16
1.76724e+09,0.0430122,1.3944e-16
1.76724e+09,0.00270373,4.68764e-16
1.76724e+09,0.566297,1.354e-16
1.76724e+09,0.21899,2.88632e-16
1.76724e+09,0.0491044,4.23664e-16
1.76724e+09,0.181629,0
1.76724e+09,0.180949,1.99108e-16
1.76724e+09,0.209784,5.98889e-16
1.76724e+09,0.0665209,2.99163e-16
1.76724e+09,0.0388298,4.97684e-16
1.76724e+09,0.47036,4.26689e-16
1.76724e+09,0,2.81268e-16
1.76724e+09,1.08374,7.82166e-17
1.76724e+09,0.862687,4.82743e-16
1.76724e+09,0.277189,3.84624e-16
1.76724e+09,0.369097,5.43841e-16
1.76724e+09,0.347868,4.23105e-16
1.76724e+09,0.126636,6.88141e-16
1.76724e+09,0.0338341,4.18223e-16
1.76724e+09,0.0347858,2.62242e-16
1.76724e+09,0.0207403,4.26823e-16
1.76724e+09,0.00955302,1.46797e-16
1.76724e+09,0.656133,3.09895e-16
1.76724e+09,0.662495,1.35974e-16
1.76724e+09,0.111537,0
1.76724e+09,0.671802,1.30243e-16
1.76724e+09,0.772622,2.36991e-16
1.76724e+09,0.0923541,8.28319e-17
1.76724e+09,0.453258,2.90793e-17
1.76724e+09,0.0444727,1.25147e-16
1.76724e+09,0,0
1.76724e+09,1.10489,9.42555e-17
1.76724e+09,0.690206,6.68286e-16
1.76724e+09,0.228246,3.74576e-17
1.76724e+09,0.210136,7.02489e-16
1.76724e+09,0.533893,7.03778e-16
1.76724e+09,0.673723,6.28222e-16
1.76724e+09,0.269179,0
1.76724e+09,0.146469,2.22288e-16
1.76724e+09,0.0310343,3.46945e-18
1.76724e+09,0.0625931,1.11161e-16
1.76724e+09,0.0487954,2.48386e-16
1.76724e+09,0.0202886,8.50114e-18
1.76724e+09,0.025902,0
1.76724e+09,0.471244,1.11563e-16
1.76724e+09,0.299747,2.48738e-16
1.76724e+09,0.285027,1.1386e-16
1.76724e+09,0.108029,6.09974e-16
1.76724e+09,0.228275,2.49734e-16
1.76724e+09,0.024257,0
1.76724e+09,0.0475499,5.25723e-16
1.76724e+09,0.0968954,2.48665e-16
1.76724e+09,0.0196534,1.1221e-16
1.76724e+09,0.0517863,1.20205e-17
1.76724e+09,0.0903328,2.48336e-16
1.76724e+09,0.00826639,0
1.76724e+09,0.022439,6.37853e-16
1.76724e+09,0.0270633,3.14071e-16
1.76724e+09,0.0223602,3.14148e-16
1.76724e+09,0.0510641,5.08827e-16
1.76724e+09,0,2.48377e-16
1.76724e+09,0.0325195,6.84483e-16
1.76724e+09,0.0390995,6.37802e-16
1.76724e+09,0.0121471,9.88963e-18
1.76724e+09,0.02308,1.11073e-16
1.76724e+09,0.00749372,5.08837e-16
1.76724e+09,0.0575439,6.77458e-18
1.76724e+09,0.0102443,5.55188e-16
1.76724e+09,0.00580846,2.48256e-16
1.76724e+09,0.0185715,6.13395e-18
1.76724e+09,0.00464709,2.48351e-16
1.76724e+09,0.0390536,0
1.76724e+09,0.0177252,0
1.76724e+09,0.0285786,3.14169e-16
1.76724e+09,0.0256954,3.97494e-18
1.76724e+09,0.024846,3.97494e-18
1.76724e+09,0.00664983,6.93964e-18
1.76724e+09,0.00273854,0
1.76724e+09,0.0195072,5.43988e-16
1.76724e+09,0.0155805,5.43988e-16
1.76724e+09,0.0884324,5.43988e-16
1.76724e+09,0.0298833,5.43988e-16
1.76724e+09,0.0302418,5.43988e-16
1.76724e+09,0,5.43988e-16
1.76724e+09,0.0413622,5.43988e-16
1.76724e+09,0.0264151,5.43988e-16
1.76724e+09,0.0199583,3.3314e-16
1.76724e+09,0.177732,1.11563e-16
1.76724e+09,0.115,4.44265e-16
1.76724e+09,0.025934,2.50599e-16
1.76724e+09,0.255653,6.81252e-17
1.76724e+09,0,6.4044e-17
1.76724e+09,0.534215,5.19393e-16
1.76724e+09,0.0706242,5.12167e-16
1.76724e+09,0.0306468,2.35527e-16
1.76724e+09,0.0405266,3.23929e-16
1.76724e+09,0.221703,3.48433e-16
1.76724e+09,0.230922,5.58713e-16
1.76724e+09,0.0728957,6.19889e-16
1.76724e+09,0.124463,2.22349e-16
1.76724e+09,0.320036,2.42272e-16
1.76724e+09,0.0382998,2.67777e-16
1.76724e+09,0.0580471,1.45882e-16
1.76724e+09,0,0
1.76724e+09,0.152385,1.66867e-16
1.76724e+09,1.0558,2.01056e-16
1.76724e+09,0.15593,0
1.76724e+09,0.220621,2.33095e-16
1.76724e+09,0.166035,3.7717e-16
1.76724e+09,0.20383,4.09553e-16
1.76724e+09,0.133325,1.74779e-16
1.76724e+09,0.0905814,6.60514e-16
1.76724e+09,0.597511,7.91284e-16
1.76724e+09,0.0415836,4.7628e-16
1.76724e+09,0.190033,4.01306e-16
1.76724e+09,0.217168,4.64767e-16
1.76724e+09,0.373044,2.66499e-16
1.76724e+09,0.0713663,4.15451e-16
1.76724e+09,0.0986082,6.96903e-16
1.76724e+09,0.885926,3.42075e-16
1.76724e+09,0.942633,3.00888e-16
1.76724e+09,1.19768,6.41487e-16
1.76724e+09,0.634768,1.37043e-16
1.76724e+09,1.77243,2.57517e-16
1.76724e+09,1.7768,2.55358e-16
1.76724e+09,0.818589,0
1.76724e+09,1.34958,3.80949e-17
1.76724e+09,0.113586,0
1.76724e+09,0.195944,9.41247e-17
1.76724e+09,0.832112,1.14439e-16
1.76724e+09,0.125847,0
1.76724e+09,0.727344,1.55174e-17
1.76724e+09,0.434328,1.57812e-16
1.76724e+09,0.288182,2.74023e-16
1.76724e+09,0,3.36355e-16
1.76724e+09,0.838182,0
1.76724e+09,0.0830682,2.34784e-16
1.76724e+09,0.179668,0
1.76724e+09,0.182867,2.64107e-16
1.76724e+09,0.0743216,0
1.76724e+09,0.850694,3.41146e-16
1.76724e+09,0.010942,0
1.76724e+09,0.00698257,5.81858e-16
1.76724e+09,0.0796142,5.82286e-16
1.76724e+09,0.0437158,2.30581e-16
1.76724e+09,0.246519,2.8727e-16
1.76724e+09,0.155995,3.73199e-16
1.76724e+09,0.0921078,2.31935e-16
1.76724e+09,0.128556,4.61027e-16
1.76724e+09,0.229016,4.30556e-16
1.76724e+09,0.103193,6.47427e-16
1.76724e+09,0.0762448,1.96208e-16
1.76724e+09,0.120396,1.27782e-16
1.76724e+09,0.0873379,0
1.76724e+09,1.0061,5.64716e-16
1.76724e+09,0.09928,0
1.76724e+09,0.124509,3.17488e-16
1.76724e+09,0.0174142,1.27204e-16
1.76724e+09,0,1.31545e-16
1.76724e+09,0.194403,2.27216e-16
1.76724e+09,0.243407,0
1.76724e+09,0.266737,1.25051e-16
1.76724e+09,0.0932336,5.96528e-17
1.76724e+09,0.100274,7.35166e-17
1.76724e+09,0.0401784,0
1.76724e+09,0.0459165,4.19069e-16
1.76724e+09,0.0649491,4.06344e-16
1.76724e+09,0.0508532,5.60069e-16
1.76724e+09,0.0849685,1.16165e-16
1.76724e+09,0.123794,2.49231e-16
1.76724e+09,0.273852,3.15568e-16
1.76724e+09,0.0528916,3.16121e-16
1.76724e+09,0.121218,2.79749e-17
1.76724e+09,0.0370637,7.78515e-18
1.76724e+09,0.0259142,1.29833e-17
1.76724e+09,0.0377703,1.9007e-17
1.76724e+09,0.0234748,4.712e-16
1.76724e+09,0.00977363,2.22153e-16
1.76724e+09,0.0345685,3.68e-18
1.76724e+09,0.037877,3.33108e-16
1.76724e+09,0.0842247,3.1404e-16
1.76724e+09,0.0300628,0
1.76724e+09,0.0281438,0
1.76724e+09,0.05479,6.93958e-18
1.76724e+09,0.133783,1.13701e-16
1.76724e+09,0.0798163,3.47012e-17
1.76724e+09,0.0433579,1.19389e-16
1.76724e+09,0.0117199,5.56077e-16
1.76724e+09,0.344509,4.54941e-16
1.76724e+09,0.455864,6.72135e-17
1.76724e+09,0.0226326,0
1.76724e+09,0.109102,4.59689e-16
1.76724e+09,0.305594,8.89259e-16
1.76724e+09,0.2153,1.75713e-16
1.76724e+09,0.0736587,3.03819e-16
1.76724e+09,0.0285914,6.93824e-16
1.76724e+09,0.60359,3.92968e-16
1.76724e+09,0.222169,0
1.76724e+09,0.420195,1.8477e-16
1.76724e+09,0.176993,2.78924e-16
1.76724e+09,0.346482,3.29104e-16
1.76724e+09,0.242858,1.94537e-16
1.76724e+09,0.114193,3.45889e-16
1.76724e+09,1.99537,4.12095e-16
1.76724e+09,0.0724928,0
1.76724e+09,0.233753,1.75207e-16
1.76724e+09,0.358643,4.56612e-16
1.76724e+09,0.278048,4.32698e-16
1.76724e+09,0.0450423,4.58305e-16
1.76724e+09,0.0312955,5.04028e-16
1.76724e+09,0.103574,2.48485e-16
1.76724e+09,0.421459,3.80603e-16
1.76724e+09,0.0158776,4.11703e-16
1.76724e+09,0.0258202,7.05543e-16
1.76724e+09,0.208272,4.76906e-16
1.76724e+09,0.0620303,2.71006e-16
1.76724e+09,0.0795332,3.99503e-16
1.76724e+09,0.115054,4.13875e-16
1.76724e+09,0.0494166,2.17222e-16
1.76724e+09,0.0894201,3.39041e-16
1.76724e+09,0.0930129,0
1.76724e+09,0.0304315,4.61332e-16
1.76724e+09,0.183611,3.33101e-16
1.76724e+09,0.195896,0
1.76724e+09,0.127594,6.76487e-16
1.76724e+09,0.00613928,4.03722e-16
1.76724e+09,0.0800121,6.26413e-16
1.76724e+09,0.00799646,3.88641e-16
1.76724e+09,0.0279592,0
1.76724e+09,0.173946,3.95943e-16
1.76724e+09,0.0360695,0
1.76724e+09,0.159723,3.83752e-16
1.76724e+09,0.0131114,2.98975e-16
1.76724e+09,0.418918,3.83802e-16
1.76724e+09,0.071334,2.00952e-16
1.76724e+09,0.055414,3.99716e-16
1.76724e+09,0.0916431,4.44115e-16
1.76724e+09,0.0110401,6.62258e-16
1.76724e+09,0.0965563,3.75604e-16
1.76724e+09,0.0715973,5.35409e-16
1.76724e+09,0.0840958,3.0375e-16
1.76724e+09,0.20151,2.88559e-16
1.76724e+09,0.0595574,0
1.76724e+09,0.0196973,6.20689e-16
1.76724e+09,0.0301207,3.13941e-16
1.76724e+09,0.0161302,4.48245e-16
1.76724e+09,0.118581,0
1.76724e+09,0.254164,5.30237e-16
1.76724e+09,0.0570318,3.92849e-16
1.76724e+09,0.0389323,6.48409e-16
1.76724e+09,0.0936429,7.5606e-16
1.76724e+09,0.00469091,3.35621e-16
1.76724e+09,0.0340051,5.90697e-16
1.76724e+09,0.134211,9.18497e-16
1.76724e+09,0.0101413,3.64805e-16
1.76724e+09,0.0243869,6.42176e-16
1.76724e+09,0.0894411,4.16047e-16
1.76724e+09,0,4.80033e-16
1.76724e+09,0.444134,4.02487e-16
1.76724e+09,1.34052,4.22376e-16
1.76724e+09,0.396636,3.79032e-16
1.76724e+09,0.465074,2.99028e-16
1.76724e+09,0.276555,3.12589e-16
1.76724e+09,0.415007,1.02596e-15
1.76724e+09,0.293403,3.94878e-16
1.76724e+09,0,6.15944e-16
1.76724e+09,0.108735,3.69027e-16
1.76724e+09,0.0789059,3.85957e-16
1.76724e+09,0.439792,3.83622e-16
1.76724e+09,0.138909,3.6563e-16
1.76724e+09,0.0751138,3.7545e-16
1.76724e+09,0.123812,3.24076e-16
1.76724e+09,0.143034,3.75448e-16
1.76724e+09,0,4.47829e-16
1.76724e+09,0.435914,4.31033e-16
1.76724e+09,0.556571,5.19922e-16
1.76724e+09,0.0923169,5.54477e-16
1.76724e+09,0.107909,5.71371e-16
1.76724e+09,0.114328,5.32761e-16
1.76724e+09,0.027121,3.82642e-16
1.76724e+09,0.219429,3.92596e-16
1.76724e+09,0.120639,1.11293e-16
1.76724e+09,0.0340435,6.01489e-16
1.76724e+09,0.0219154,5.57615e-16
1.76724e+09,0.126755,6.09225e-16
1.76724e+09,0.106779,2.48265e-16
1.76724e+09,0.0522133,4.34369e-16
1.76724e+09,0.109939,4.00353e-16
1.76724e+09,0.017551,3.4973e-16
1.76724e+09,0.00909317,2.32816e-16
1.76724e+09,0.0253952,3.82526e-16
1.76724e+09,0.0329554,7.4743e-16
1.76724e+09,0.308933,4.11979e-16
1.76724e+09,0.0789972,8.4551e-16
1.76724e+09,0.115579,3.62836e-16
1.76724e+09,0.105793,5.44133e-16
1.76724e+09,0.150328,4.85758e-16
1.76724e+09,0.26119,3.14335e-16
1.76724e+09,0.0790422,3.3339e-16
1.76724e+09,0.00580023,5.1554e-16
1.76724e+09,0.0173595,5.76438e-16
1.76724e+09,0.0737845,3.41265e-16
1.76724e+09,0.0115028,5.68665e-16
1.76724e+09,0.11432,4.98224e-16
1.76724e+09,0.024569,3.84949e-16
1.76724e+09,0.0817351,2.60594e-16
1.76724e+09,0.0362539,5.49882e-16
1.76724e+09,0.10057,6.02664e-16
1.76724e+09,0.0724002,4.52236e-16
1.76724e+09,0.0449282,3.14055e-16
1.76724e+09,0,3.72335e-16
1.76724e+09,0.0869826,2.41004e-16
1.76724e+09,0.018315,3.84479e-16
1.76724e+09,0.00571863,5.47084e-16
1.76724e+09,0.011445,4.15738e-16
1.76724e+09,0.0121288,4.6329e-16
1.76724e+09,0.0805549,5.80609e-16
1.76724e+09,0.173203,8.50675e-16
1.76724e+09,0.0449922,3.93675e-16
1.76724e+09,0.0144549,0
1.76724e+09,0.00366648,4.55087e-16
1.76724e+09,0.0161934,5.39538e-16
1.76724e+09,0.0201642,6.62371e-16
1.76724e+09,0.00525917,5.19369e-16
1.76724e+09,0.0258931,4.49908e-16
1.76724e+09,0.075401,5.32659e-16
1.76724e+09,0.096129,2.3531e-16
1.76724e+09,0.194431,7.87517e-16
1.76724e+09,0.208214,3.39768e-16
1.76724e+09,0.4352,3.84377e-16
1.76724e+09,0,2.60425e-16
1.76724e+09,1.00699,3.46911e-16
1.76724e+09,0.436677,2.99068e-16
1.76724e+09,0.23704,5.07014e-16
1.76724e+09,0.026202,4.2665e-16
1.76724e+09,0.0380945,5.68537e-16
1.76724e+09,0.194029,2.49921e-16
1.76724e+09,0.0233339,1.11022e-16
1.76724e+09,0.127592,0
1.76724e+09,0.0641967,2.83127e-16
1.76724e+09,0.107741,4.16399e-16
1.76724e+09,0.0635643,3.55957e-16
1.76724e+09,0.0719966,1.71273e-16
1.76724e+09,0.0849545,4.53666e-16
1.76724e+09,0,0
1.76724e+09,0.421224,3.00808e-16
1.76724e+09,0.329979,2.61122e-16
1.76724e+09,0.546895,1.58782e-16
1.76724e+09,0.471939,2.60544e-16
1.76724e+09,0.47645,5.594e-16
1.76724e+09,0.370403,8.37173e-17
1.76724e+09,0.184239,2.01743e-16
1.76724e+09,0.289693,2.51817e-16
1.76724e+09,0.061144,2.59992e-17
1.76724e+09,0.0134594,9.82266e-18
1.76724e+09,0.29416,6.28708e-16
1.76724e+09,0.479576,0
1.76724e+09,0.0288326,1.70092e-17
1.76724e+09,0.0122119,2.24234e-16
1.76724e+09,0.143608,4.47959e-16
1.76724e+09,0.0564737,3.18267e-16
1.76724e+09,0.0135574,3.20038e-16
